Saacc,H-050-0,H-050-1,H-050-2,H-050-3,H-050-4,H-050-5,H-050-6,H-050-7,H-050-8,H-050-16,MLOGP,RDCHI,GATS1p,nN,C-040-0,C-040-1,C-040-2,C-040-3,C-040-4,LC50 [-LOG(mol/L)
178.34,0,0,0,1,0,0,0,0,0,0,1.661,3.391,0.942,0,1,0,0,0,0,3.961
42.683,0,1,0,0,0,0,0,0,0,0,0.8,1.401,1.698,0,1,0,0,0,0,1.82
42.683,0,1,0,0,0,0,0,0,0,0,1.209,1.43,0.476,0,1,0,0,0,0,3.002
103.377,0,0,0,1,0,0,0,0,0,0,-0.917,1.84,1.75,1,1,0,0,0,0,2.957
85.367,0,0,1,0,0,0,0,0,0,0,-1.053,1.334,1.827,0,1,0,0,0,0,0.122
53.683,0,1,0,0,0,0,0,0,0,0,-0.081,1.678,1.952,0,1,0,0,0,0,1.07
64.683,0,1,0,0,0,0,0,0,0,0,-0.129,2.15,1.971,0,1,0,0,0,0,1.53
551.098,0,0,0,0,0,0,0,0,0,1,-5.199,4.3,1.373,7,1,0,0,0,0,3.077
179.269,0,0,0,1,0,0,0,0,0,0,1.228,3.039,0.787,2,0,1,0,0,0,3.025
571.952,0,0,0,0,0,0,0,0,0,0,-6.446,4.624,1.39,5,1,0,0,0,0,3.088
195.878,0,0,0,0,1,0,0,0,0,0,-1.204,2.214,1.066,0,0,1,0,0,0,3.177
281.245,0,0,0,0,0,0,1,0,0,0,1.442,3.878,1.205,0,1,0,0,0,0,5.291
42.683,0,1,0,0,0,0,0,0,0,0,2.461,1.975,0.737,0,1,0,0,0,0,4.852
42.683,0,1,0,0,0,0,0,0,0,0,2.296,1.924,0.521,0,1,0,0,0,0,4.464
42.683,0,1,0,0,0,0,0,0,0,0,2.127,1.924,0.633,0,1,0,0,0,0,4.426
93.43,0,1,0,0,0,0,0,0,0,0,1.348,2.119,0.784,1,1,0,0,0,0,4.016
42.683,0,1,0,0,0,0,0,0,0,0,3.127,2.605,0.797,0,1,0,0,0,0,4.668
85.367,0,0,1,0,0,0,0,0,0,0,3.635,3.12,1.03,0,1,0,0,0,0,4.962
42.683,0,1,0,0,0,0,0,0,0,0,2.637,2.344,0.758,0,1,0,0,0,0,4.61
42.683,0,1,0,0,0,0,0,0,0,0,1.506,1.857,0.853,0,1,0,0,0,0,3.85
42.683,0,1,0,0,0,0,0,0,0,0,2.127,1.908,0.633,0,1,0,0,0,0,4.238
42.683,0,1,0,0,0,0,0,0,0,0,3.127,2.57,0.797,0,1,0,0,0,0,5.38
36.022,0,0,1,0,0,0,0,0,0,0,-0.665,1.726,0.676,2,1,0,0,0,0,3.589
41.93,1,0,0,0,0,0,0,0,0,0,3.447,2.307,0.662,1,0,0,1,0,0,4.932
16.786,1,0,0,0,0,0,0,0,0,0,3.648,2.427,0.757,1,0,1,0,0,0,6.099
16.786,1,0,0,0,0,0,0,0,0,0,3.33,2.281,0.701,1,0,1,0,0,0,6.54
33.571,1,0,0,0,0,0,0,0,0,0,4.405,2.456,0.568,2,0,0,1,0,0,6.399
16.786,1,0,0,0,0,0,0,0,0,0,3.265,2.134,0.637,1,0,1,0,0,0,6.131
0,1,0,0,0,0,0,0,0,0,0,-0.049,1.155,1.5,0,0,1,0,0,0,4.56
0,1,0,0,0,0,0,0,0,0,0,0.552,2.485,1.147,3,1,0,0,0,0,2.54
16.786,0,1,0,0,0,0,0,0,0,0,1.769,2.239,0.793,1,1,0,0,0,0,4.494
85.367,0,0,0,0,1,0,0,0,0,0,-0.081,1.768,1.061,0,1,0,0,0,0,3.758
105.331,0,1,0,0,0,0,0,0,0,0,1.616,2.97,0.983,5,1,0,0,0,0,4.168
185.897,1,0,0,0,0,0,0,0,0,0,0.575,2.608,1.809,3,1,0,0,0,0,3.85
134.931,1,0,0,0,0,0,0,0,0,0,0.289,2.587,1.989,2,1,0,0,0,0,3.339
101.494,1,0,0,0,0,0,0,0,0,0,2.239,2.296,0.884,2,1,0,0,0,0,5.441
159.536,0,0,1,0,0,0,0,0,0,0,1.649,2.527,0.818,3,0,1,0,0,0,3.138
144.177,0,1,0,0,0,0,0,0,0,0,1.748,2.377,0.839,2,1,0,0,0,0,4.79
152.241,1,0,0,0,0,0,0,0,0,0,2.359,2.527,0.825,3,1,0,0,0,0,4.39
194.924,0,1,0,0,0,0,0,0,0,0,1.543,2.527,0.647,3,1,0,0,0,0,3.43
50.747,1,0,0,0,0,0,0,0,0,0,2.574,2.168,1.014,1,1,0,0,0,0,3.978
83.644,0,0,1,0,0,0,0,0,0,0,1.969,2.168,0.531,2,1,0,0,0,0,4.489
101.494,1,0,0,0,0,0,0,0,0,0,2.239,2.334,0.884,2,1,0,0,0,0,3.718
101.494,1,0,0,0,0,0,0,0,0,0,2.507,2.334,0.543,2,1,0,0,0,0,5.402
144.177,0,1,0,0,0,0,0,0,0,0,1.395,2.334,0.716,2,1,0,0,0,0,4.606
101.494,1,0,0,0,0,0,0,0,0,0,1.886,2.287,0.769,2,1,0,0,0,0,3.591
50.747,1,0,0,0,0,0,0,0,0,0,2.574,2.141,1.014,1,1,0,0,0,0,4.558
50.747,1,0,0,0,0,0,0,0,0,0,2.842,2.141,0.726,1,1,0,0,0,0,4.611
50.747,1,0,0,0,0,0,0,0,0,0,3.11,2.141,0.478,1,1,0,0,0,0,4.62
50.747,1,0,0,0,0,0,0,0,0,0,1.887,2.048,0.842,1,1,0,0,0,0,3.615
50.747,1,0,0,0,0,0,0,0,0,0,2.241,2.09,0.942,1,1,0,0,0,0,4.14
0,1,0,0,0,0,0,0,0,0,0,3.958,2.488,0.802,0,1,0,0,0,0,3.575
0,1,0,0,0,0,0,0,0,0,0,2.122,2.7,1.053,2,1,0,0,0,0,5.01
11,1,0,0,0,0,0,0,0,0,0,3.395,2.692,0.941,0,1,0,0,0,0,5.433
0,1,0,0,0,0,0,0,0,0,0,3.876,2.539,0.837,0,1,0,0,0,0,4.909
0,0,1,0,0,0,0,0,0,0,0,2.859,2.614,0.752,1,1,0,0,0,0,4.7
0,0,1,0,0,0,0,0,0,0,0,1.834,2.176,0.81,1,1,0,0,0,0,5.069
0,1,0,0,0,0,0,0,0,0,0,5.551,3.231,0.689,0,1,0,0,0,0,6.004
0,1,0,0,0,0,0,0,0,0,0,4.76,2.868,0.7,0,1,0,0,0,0,6.281
0,1,0,0,0,0,0,0,0,0,0,4.332,2.7,0.758,0,1,0,0,0,0,5.406
0,1,0,0,0,0,0,0,0,0,0,4.332,2.727,0.758,0,1,0,0,0,0,6.7
9.507,1,0,0,0,0,0,0,0,0,0,3.743,2.995,0.783,0,1,0,0,0,0,4.737
0,1,0,0,0,0,0,0,0,0,0,4.76,2.995,0.65,0,1,0,0,0,0,6.027
0,1,0,0,0,0,0,0,0,0,0,3.386,2.284,0.805,0,1,0,0,0,0,4.147
16.786,1,0,0,0,0,0,0,0,0,0,2.066,2.284,0.867,1,1,0,0,0,0,3.711
16.786,1,0,0,0,0,0,0,0,0,0,3.051,2.727,0.8,1,1,0,0,0,0,4.851
16.786,1,0,0,0,0,0,0,0,0,0,2.066,2.284,0.867,1,1,0,0,0,0,3.53
33.571,1,0,0,0,0,0,0,0,0,0,2.892,3.487,0.572,2,1,0,0,0,0,3.619
0,1,0,0,0,0,0,0,0,0,0,3.876,2.614,0.652,0,1,0,0,0,0,5.597
0,1,0,0,0,0,0,0,0,0,0,2.851,2.176,0.656,0,1,0,0,0,0,3.357
16.786,1,0,0,0,0,0,0,0,0,0,0.468,1.8,1.038,1,1,0,0,0,0,1.815
0,1,0,0,0,0,0,0,0,0,0,1.173,1.667,0.667,0,1,0,0,0,0,2.421
77.875,0,0,1,0,0,0,0,0,0,0,1.326,3.024,1.126,5,1,0,0,0,0,5.054
0,1,0,0,0,0,0,0,0,0,0,2.734,1.857,0.831,0,1,0,0,0,0,3.89
413.191,0,0,0,0,0,1,0,0,0,0,-0.321,6.439,1.557,11,0,0,0,0,0,4.779
0,1,0,0,0,0,0,0,0,0,0,3.374,2.075,1.204,0,1,0,0,0,0,3.792
25.145,1,0,0,0,0,0,0,0,0,0,0.094,1.334,1.328,0,1,0,0,0,0,5.993
31.059,1,0,0,0,0,0,0,0,0,0,-0.317,1.155,1.403,1,0,1,0,0,0,1.057
36.145,1,0,0,0,0,0,0,0,0,0,2.754,2.454,1.421,0,0,1,0,0,0,4.886
61.29,1,0,0,0,0,0,0,0,0,0,3.626,3.373,1.111,0,0,1,0,0,0,5.541
32.897,0,0,1,0,0,0,0,0,0,0,-0.317,1.225,0.575,1,0,1,0,0,0,3.638
85.367,0,0,1,0,0,0,0,0,0,0,0.706,1.689,1.594,0,1,0,0,0,0,1.22
53.683,0,1,0,0,0,0,0,0,0,0,1.629,2.353,1.2,0,1,0,0,0,0,2.614
54.156,0,1,0,0,0,0,0,0,0,0,2.378,2.587,1.055,1,1,0,0,0,0,4.762
34.106,1,0,0,0,0,0,0,0,0,0,1.297,2.042,1.933,0,1,0,0,0,0,2.829
85.367,0,0,1,0,0,0,0,0,0,0,3.956,3.123,0.959,0,1,0,0,0,0,5.37
0,1,0,0,0,0,0,0,0,0,0,3.477,1.857,1.429,0,1,0,0,0,0,4.819
25.145,1,0,0,0,0,0,0,0,0,0,1.442,1.84,1.58,0,1,0,0,0,0,4.039
0,1,0,0,0,0,0,0,0,0,0,4.203,1.997,1.625,0,1,0,0,0,0,5.47
0,1,0,0,0,0,0,0,0,0,0,4.823,2.299,1.6,0,1,0,0,0,0,5.299
72.29,1,0,0,0,0,0,0,0,0,0,6.338,4.16,1.402,0,0,0,1,0,0,6.194
36.022,0,0,1,0,0,0,0,0,0,0,1.971,2.472,1.144,2,1,0,0,0,0,3.52
41.028,1,0,0,0,0,0,0,0,0,0,3.234,2.901,1.984,0,1,0,0,0,0,4.862
20.263,1,0,0,0,0,0,0,0,0,0,3.322,2.901,0.874,0,1,0,0,0,0,7.676
56.055,1,0,0,0,0,0,0,0,0,0,3.373,3.471,0.992,3,1,0,0,0,0,4.943
104.618,1,0,0,0,0,0,0,0,0,0,4.066,3.016,1.314,3,1,0,0,0,0,7.012
28.269,1,0,0,0,0,0,0,0,0,0,3.092,2.814,0.948,1,1,0,0,0,0,5.548
28.269,1,0,0,0,0,0,0,0,0,0,2.821,2.502,1.283,1,0,1,0,0,0,3.078
6.249,1,0,0,0,0,0,0,0,0,0,1.761,2.66,0.779,2,1,0,0,0,0,5.976
50.908,0,0,0,1,0,0,0,0,0,0,-0.273,1.577,0.756,2,1,0,0,0,0,3.936
18.011,0,1,0,0,0,0,0,0,0,0,0.8,1.509,1.846,1,1,0,0,0,0,3.118
18.011,0,1,0,0,0,0,0,0,0,0,2.193,2.134,1.117,1,1,0,0,0,0,5.46
86.378,0,0,1,0,0,0,0,0,0,0,2.59,2.546,1.277,5,1,0,0,0,0,3.601
86.378,0,0,1,0,0,0,0,0,0,0,2.273,2.575,1.159,5,1,0,0,0,0,3.63
36.145,1,0,0,0,0,0,0,0,0,0,0.586,1.577,1.881,0,0,1,0,0,0,2.09
52.33,1,0,0,0,0,0,0,0,0,0,0.64,2.614,1.233,1,1,0,0,0,0,5.762
41.028,1,0,0,0,0,0,0,0,0,0,4.449,2.988,1.497,0,1,0,0,0,0,6.56
47.447,0,1,0,0,0,0,0,0,0,0,3.747,2.935,1.513,1,1,0,0,0,0,8.113
30.53,1,0,0,0,0,0,0,0,0,0,1.145,2.637,1.444,0,1,0,0,0,0,9.15
0,1,0,0,0,0,0,0,0,0,0,2.942,1.989,1.063,0,1,0,0,0,0,4.502
117.376,0,0,0,0,0,1,0,0,0,0,-0.329,1.868,1.621,5,1,0,0,0,0,1.983
3.124,1,0,0,0,0,0,0,0,0,0,4.761,3.273,1.052,1,1,0,0,0,0,5.551
16.786,1,0,0,0,0,0,0,0,0,0,1.157,1.334,0.685,1,0,1,0,0,0,5.418
18.011,0,1,0,0,0,0,0,0,0,0,-0.172,1.155,2.177,1,1,0,0,0,0,2.958
73.774,0,1,0,0,0,0,0,0,0,0,0.057,2.093,1.123,2,0,1,0,0,0,6.964
65.155,0,1,0,0,0,0,0,0,0,0,1.57,2.644,1.376,1,1,0,0,0,0,4.91
36.022,0,0,1,0,0,0,0,0,0,0,-0.273,1.559,0.876,2,1,0,0,0,0,3.825
73.891,0,1,0,0,0,0,0,0,0,0,4.153,3.383,1.121,1,1,0,0,0,0,5.783
133.775,1,0,0,0,0,0,0,0,0,0,3.168,4.055,1.153,3,0,0,1,0,0,6.389
141.047,0,1,0,0,0,0,0,0,0,0,2.767,3.488,1.216,2,0,0,1,0,0,4.071
70.941,0,0,1,0,0,0,0,0,0,0,1.052,2.676,1.137,3,1,0,0,0,0,6.119
94.289,1,0,0,0,0,0,0,0,0,0,0.977,3.191,1.146,0,1,0,0,0,0,2.506
41.028,1,0,0,0,0,0,0,0,0,0,1.246,2.086,1.875,0,1,0,0,0,0,9.099
67.257,1,0,0,0,0,0,0,0,0,0,1.02,2.969,0.946,1,0,0,1,0,0,5.6
80.144,1,0,0,0,0,0,0,0,0,0,1.936,3.852,1.151,0,1,0,0,0,0,8.028
22,1,0,0,0,0,0,0,0,0,0,4.268,3.164,0.857,0,1,0,0,0,0,7.087
78.828,0,1,0,0,0,0,0,0,0,0,2.758,2.856,1.022,0,0,1,0,0,0,3.794
22.156,1,0,0,0,0,0,0,0,0,0,-0.317,1.225,1.333,0,1,0,0,0,0,0.495
0,1,0,0,0,0,0,0,0,0,0,1.586,2.674,1.166,2,1,0,0,0,0,4.823
0,1,0,0,0,0,0,0,0,0,0,4.588,2.744,0.807,0,1,0,0,0,0,6.19
0,1,0,0,0,0,0,0,0,0,0,3.259,1.979,1.111,0,1,0,0,0,0,4.3
50.747,1,0,0,0,0,0,0,0,0,0,2.241,2.119,0.942,1,1,0,0,0,0,4.01
42.683,0,1,0,0,0,0,0,0,0,0,2.193,1.96,1.02,0,1,0,0,0,0,4.038
0,1,0,0,0,0,0,0,0,0,0,2.608,1.857,1,0,1,0,0,0,0,3.002
32.897,0,0,1,0,0,0,0,0,0,0,1.859,1.908,0.917,1,1,0,0,0,0,5.312
11,1,0,0,0,0,0,0,0,0,0,4.452,2.716,0.49,0,1,0,0,0,0,5.513
0,1,0,0,0,0,0,0,0,0,0,2.226,1.401,0.57,0,1,0,0,0,0,3.492
0,1,0,0,0,0,0,0,0,0,0,2.226,1.509,0.826,0,1,0,0,0,0,2.608
11,1,0,0,0,0,0,0,0,0,0,1.587,1.84,1.05,0,1,0,0,0,0,2.778
0,1,0,0,0,0,0,0,0,0,0,1.364,1.155,0.576,0,1,0,0,0,0,2.659
0,1,0,0,0,0,0,0,0,0,0,4.092,2.12,0.53,0,1,0,0,0,0,5.389
32.897,0,0,1,0,0,0,0,0,0,0,3.617,2.074,0.288,1,1,0,0,0,0,5.559
42.683,0,1,0,0,0,0,0,0,0,0,3.617,2.074,0.34,0,1,0,0,0,0,5.76
42.683,0,1,0,0,0,0,0,0,0,0,3.617,2.074,0.34,0,1,0,0,0,0,5.61
0,1,0,0,0,0,0,0,0,0,0,4.366,2.031,0.57,0,1,0,0,0,0,5.55
50.747,1,0,0,0,0,0,0,0,0,0,3.11,2.154,0.478,1,1,0,0,0,0,4.251
0,1,0,0,0,0,0,0,0,0,0,6.232,2.766,0.493,0,1,0,0,0,0,7.509
0,1,0,0,0,0,0,0,0,0,0,5.472,2.657,0.577,0,1,0,0,0,0,6.67
76.132,0,1,0,0,0,0,0,0,0,0,4.013,3.218,1.104,3,1,0,0,0,0,5.02
45.055,1,0,0,0,0,0,0,0,0,0,3.355,3.097,0.889,2,0,1,0,0,0,4.821
0,1,0,0,0,0,0,0,0,0,0,4.416,2.57,0.723,0,1,0,0,0,0,5.422
62.119,1,0,0,0,0,0,0,0,0,0,3.133,2.324,0.467,2,0,0,1,0,0,6.21
152.848,0,0,0,1,0,0,0,0,0,0,-0.172,2.629,1.025,4,1,0,0,0,0,3.839
32.897,0,0,1,0,0,0,0,0,0,0,2.729,1.975,0.462,1,1,0,0,0,0,5.437
65.794,0,0,0,0,1,0,0,0,0,0,3.586,2.758,0.518,2,1,0,0,0,0,5.381
32.897,0,0,1,0,0,0,0,0,0,0,2.127,1.918,0.597,1,1,0,0,0,0,6.108
32.897,0,0,1,0,0,0,0,0,0,0,2.127,1.908,0.597,1,1,0,0,0,0,5.19
84.479,0,0,0,0,1,0,0,0,0,0,0.038,2.278,0.544,5,0,1,0,0,0,4.006
110.512,0,0,1,0,0,0,0,0,0,0,3.31,3.267,1.169,0,1,0,0,0,0,4.535
45.652,1,0,0,0,0,0,0,0,0,0,4.332,4.121,1.12,0,0,1,0,0,0,8.164
28.269,1,0,0,0,0,0,0,0,0,0,0.198,1.782,1.559,1,0,1,0,0,0,4.906
110.688,0,1,0,0,0,0,0,0,0,0,2.843,3.244,0.745,3,0,1,0,0,0,4.022
65.155,0,1,0,0,0,0,0,0,0,0,1.191,2.899,1.265,1,1,0,0,0,0,3.47
67.828,0,1,0,0,0,0,0,0,0,0,1.667,2.031,0.867,0,1,0,0,0,0,4.462
135.657,0,0,1,0,0,0,0,0,0,0,-0.45,1.823,1.075,0,0,0,1,0,0,2.764
78.828,0,1,0,0,0,0,0,0,0,0,2.378,2.472,0.988,0,0,1,0,0,0,3.474
277.562,0,0,0,0,1,0,0,0,0,0,-1.358,3.033,1.552,2,0,0,0,0,1,3.103
180.366,0,0,0,0,1,0,0,0,0,0,-1.96,2.021,1.83,1,0,1,0,0,0,3.908
85.839,0,0,1,0,0,0,0,0,0,0,3.988,3.047,0.694,1,0,1,0,0,0,4.121
42.683,0,1,0,0,0,0,0,0,0,0,0.347,1.334,0.961,0,1,0,0,0,0,2.579
45.808,0,1,0,0,0,0,0,0,0,0,-0.081,1.577,2.001,1,1,0,0,0,0,2.959
107.366,0,0,1,0,0,0,0,0,0,0,-0.937,2.299,1.936,0,1,0,0,0,0,0.46
42.683,0,1,0,0,0,0,0,0,0,0,3.617,2.074,0.34,0,1,0,0,0,0,6.11
42.683,0,1,0,0,0,0,0,0,0,0,3.314,2.027,0.409,0,1,0,0,0,0,5.461
36.022,0,0,1,0,0,0,0,0,0,0,3.112,2.997,0.701,2,1,0,0,0,0,3.531
19.91,1,0,0,0,0,0,0,0,0,0,0.623,2.116,0.508,2,1,0,0,0,0,5.922
50.747,1,0,0,0,0,0,0,0,0,0,2.509,2.09,0.617,1,1,0,0,0,0,3.64
0,1,0,0,0,0,0,0,0,0,0,4.76,2.859,0.7,0,1,0,0,0,0,6.173
35.776,0,0,1,0,0,0,0,0,0,0,3.326,2.837,0.849,2,1,0,0,0,0,4.651
11,1,0,0,0,0,0,0,0,0,0,3.275,2.727,0.874,0,1,0,0,0,0,3.953
0,1,0,0,0,0,0,0,0,0,0,5.165,3.111,0.732,0,1,0,0,0,0,6.219
9.507,1,0,0,0,0,0,0,0,0,0,2.859,2.614,0.827,0,1,0,0,0,0,4.995
0,1,0,0,0,0,0,0,0,0,0,2.255,1.8,0.917,0,1,0,0,0,0,2.48